CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,COUNCIL,COUNTY,PARISH,NGR,URL,Latitude,Longitude
4411,NB54SW 1,"Lewis, Earabhic, Dun Beinn Earba",Dun (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 518 438,http://canmore.org.uk/site/4411,58.31234032,6.239274217
4412,NB54SW 2,"Lewis, Glen Tolsta",Trap,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 52 44,http://canmore.org.uk/site/4412,58.31424467,6.236084933
4413,NB54SW 3,"Lewis, Gress","Midden (Period Unassigned), Unidentified Pottery",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 504 418,http://canmore.org.uk/site/4413,58.29363379,6.260942384
4294,NB43SE 6,"Lewis, Holm",Hoe (Stone),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4555 3146,http://canmore.org.uk/site/4294,58.19825058,6.332102443
4295,NB43NE 1,"Lewis, Upper Coll, Dunan",Chambered Cairn (Neolithic),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 45072 38199,http://canmore.org.uk/site/4295,58.25832674,6.347600712
4296,NB43NE 2,"Lewis, Coll Sands, Stornoway",Unidentified Pottery,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 462 387,http://canmore.org.uk/site/4296,58.26346558,6.328982541
4297,NB43NE 3,"Lewis, Tong",Axehead (Flint),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 45 36,http://canmore.org.uk/site/4297,58.2385917,6.346408468
4298,NB43NE 4,"Lewis, Upper Coll",Chambered Cairn (Neolithic),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4518 3868,http://canmore.org.uk/site/4298,58.26269693,6.346294103
4299,NB43NE 5,"Lewis, Coll Sands","Midden (Period Unassigned), Crucible, Unidentified Pottery",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 46 38,http://canmore.org.uk/site/4299,58.25708114,6.33161479
4300,NB43NW 1,"Lewis, Laxdale, Priest's Glen",Stone Circle (Neol/bronze Age),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4111 3519,http://canmore.org.uk/site/4300,58.22906897,6.411559899
4301,NB43NW 2,"Lewis, Newmarket","Axehead(S) (Stone), Unidentified Flint (Flint)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4263 3676,http://canmore.org.uk/site/4301,58.24401904,6.387495408
4302,NB43NW 3,"Lewis, Tong, Cnoc Mor Thunga",Iron Working Site(S) (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 448 357,http://canmore.org.uk/site/4302,58.23578918,6.349475237
4303,NB43NW 4,"Lewis, Benside, Newmarket",Stone Setting (Neol/bronze Age),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4132 3565,http://canmore.org.uk/site/4303,58.23331155,6.408506989
4304,NB43SE 1,"Lewis, Rudha Shilldinish","Lazy Beds (Post Medieval), Promontory Fort (Period Unassigned), Settlement (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4546 3063,http://canmore.org.uk/site/4304,58.19076538,6.332722309
4305,NB43SE 2,"Lewis, Aignish","Midden (Period Unassigned), Unidentified Pottery",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4831 3210,http://canmore.org.uk/site/4305,58.20556621,6.28597488
84669,NB43SW 29,"Lewis, Stornoway",Trough (Wood),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4 3,http://canmore.org.uk/site/84669,58.1819409,6.42460653
71507,NB43SW 26,"Lewis, Cnoc Na Croich","Chambered Cairn (Neolithic), Execution Site (Post Medieval)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4173 3232,http://canmore.org.uk/site/71507,58.20373196,6.39784861
71061,NB53SW 11,"Lewis, Shulishader","Handle, Polished Axehead (Stone)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5320 3440,http://canmore.org.uk/site/71061,58.22893204,6.205437945
74205,NB43SE 100,"Lewis, Stornoway, Stornoway Airport; Highlands And Islands Airports Limited","Airfield (20th Century), Airport (20th Century)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4585 3337,http://canmore.org.uk/site/74205,58.21552924,6.329098687
75182,NB53SW 12,"Lewis, Sheshader, Cnoc Na Cro",Textile,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5410 3280,http://canmore.org.uk/site/75182,58.21510323,6.188463635
77955,NB53SW 13,"Lewis, Loch Swordale",Dun (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5020 3118,http://canmore.org.uk/site/77955,58.19840073,6.25291899
82988,NB43NE 6,"Lewis, Traigh Chuil","Human Remains (Period Unassigned), Shell Midden (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4647 3895,http://canmore.org.uk/site/82988,58.26586021,6.324667484
352039,NB33SE 54,Beinn Ghrideag,No Class (Event),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 36248 33466,http://canmore.org.uk/site/352039,58.21074946,6.492132973
106121,NB43SW 30,"Lewis, Stornoway, Seaplane Base",Seaplane Base (20th Century),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4192 3281,http://canmore.org.uk/site/106121,58.20823116,6.395168652
4308,NB43SE 5,"Lewis, Aignish, St Columba's Church","Burial Enclosure (Period Unassigned), Church (Medieval), Grave Slab(S) (Medieval)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 48469 32260,http://canmore.org.uk/site/4308,58.20708995,6.283449943
128440,NB53SW 22,"Lewis, Lower Payble",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5185 3112,http://canmore.org.uk/site/128440,58.1987946,6.224862723
128083,NB54NW 297,"Lewis, North Tolsta",Township (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5375 4745,http://canmore.org.uk/site/128083,58.34613159,6.209978502
128084,NB54NW 291,"Lewis, North Tolsta",Township (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 539 477,http://canmore.org.uk/site/128084,58.34845506,6.207689871
128085,NB54SW 40,"Lewis, Glen Tolsta, Bun A' Ghlinne","Head Dyke(S) (Post Medieval), Mill(S) (Period Unassigned)(Possible), Township (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5220 4450,http://canmore.org.uk/site/128085,58.318836,6.233217056
128086,NB54SW 41,"Lewis, Glen Tolsta, Bun A' Ghlinne",Mill(S) (Period Unassigned)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5211 4454,http://canmore.org.uk/site/128086,58.31914346,6.234792014
128087,NB54SW 5,"Lewis, Sheilavaig Mor",Farmstead (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5122 4322,http://canmore.org.uk/site/128087,58.30681726,6.248521206
128088,NB54SW 6,"Lewis, Glen Tolsta",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5249 4461,http://canmore.org.uk/site/128088,58.31998485,6.228398306
128089,NB54SW 7,"Lewis, Druim Gillevat",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5126 4394,http://canmore.org.uk/site/128089,58.31328871,6.24861528
128090,NB54SW 8,"Lewis, Allt Gillevat",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5143 4392,http://canmore.org.uk/site/128090,58.31320584,6.245700416
128091,NB54NW 11,"Lewis, Airighean Feadan Na Ba Ruaidhe",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5000 4720,http://canmore.org.uk/site/128091,58.34177095,6.273589185
128092,NB54NW 13,"Lewis, Loch Scarrasdale",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5049 4974,http://canmore.org.uk/site/128092,58.36479918,6.267992549
128093,NB54NW 12,"Lewis, Airighean Loch Scarrasdale",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5045 4963,http://canmore.org.uk/site/128093,58.36379121,6.268555132
128094,NB54NW 14,"Lewis, Gearraidh Ionadagro",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5183 4617,http://canmore.org.uk/site/128094,58.33358476,6.241310187
128095,NB54NW 15,"Lewis, Bhinn Dean",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5275 4530,http://canmore.org.uk/site/128095,58.32631164,6.224710888
128096,NB54NW 16,"Lewis, Loch Gaineamhaich",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5080 4767,http://canmore.org.uk/site/128096,58.34643573,6.260470561
128097,NB54NW 17,"Lewis, Gearraidh A' Muigh","Building(S) (Period Unassigned), Fishing Station (Period Unassigned)(Possible)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5408 4620,http://canmore.org.uk/site/128097,58.33512034,6.203023949
128098,NB54NW 18,"Lewis, Loch Ben Tearabert",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5263 4611,http://canmore.org.uk/site/128098,58.3334991,6.227622001
128099,NB54NW 19,"Lewis, Feadan Blar Leig A' Ghuirm",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5234 4658,http://canmore.org.uk/site/128099,58.33754521,6.233065029
128100,NB54NW 20,"Lewis, Loch Scarrasdale",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5037 4987,http://canmore.org.uk/site/128100,58.36589517,6.270178736
128101,NB54NW 21,"Lewis, Gob Hais",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5366 4957,http://canmore.org.uk/site/128101,58.36506995,6.213777777
128102,NB54NW 22,"Lewis, Cnoc An Eoin",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5299 4523,http://canmore.org.uk/site/128102,58.32581979,6.22054964
128103,NB54NW 23,"Lewis, Bhinndean",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5290 4536,http://canmore.org.uk/site/128103,58.32693354,6.222221121
128104,NB54NW 24,"Lewis, Loch Na Cloich",Shieling Hut (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5058 4896,http://canmore.org.uk/site/128104,58.35786443,6.265614102
128105,NB54NW 25,"Lewis, Na Botaichean",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 503 488,http://canmore.org.uk/site/128105,58.35627201,6.270212127
128106,NB54NW 28,"Lewis, Muidhe","Enclosure(S) (Period Unassigned), Wall(S) (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5490 4750,http://canmore.org.uk/site/128106,58.3472237,6.190439449
128107,NB54NW 26,"Lewis, Diridean",Enclosure (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5170 4890,http://canmore.org.uk/site/128107,58.35796287,6.246463411
128108,NB54NW 27,"Lewis, Gill South Tolsta",Building (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5473 4767,http://canmore.org.uk/site/128108,58.34865138,6.19351661
128109,NB54NW 31,"Lewis, New Tolsta","Head Dyke (Post Medieval), Township (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 534 485,http://canmore.org.uk/site/128109,58.35533976,6.217064338
128110,NB54NW 290,"Lewis, North Tolsta","Head Dyke (Post Medieval), Township (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5380 4750,http://canmore.org.uk/site/128110,58.34660752,6.209180068
128111,NB54NW 292,"Lewis, North Tolsta",Township (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 539 473,http://canmore.org.uk/site/128111,58.34487223,6.207262972
128112,NB54NW 293,"Lewis, North Tolsta",Smithy (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5362 4701,http://canmore.org.uk/site/128112,58.34211748,6.211723194
128113,NB54NW 294,"Lewis, North Tolsta",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5345 4738,http://canmore.org.uk/site/128113,58.34533605,6.215014545
128114,NB54NW 295,"Lewis, North Tolsta",Shieling Hut(S) (Post Medieval)(Possible),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5356 4723,http://canmore.org.uk/site/128114,58.34405432,6.212980314
128115,NB54NW 296,North Tolsta,"Building(S) (Period Unassigned), Enclosure(S) (Period Unassigned)",WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5349 4792,http://canmore.org.uk/site/128115,58.35019531,6.214910409
128116,NB54NW 30,"Lewis, New Tolsta, Allt Na Buaile Gallanaich",Mill (Period Unassigned),WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5344 4907,http://canmore.org.uk/site/128116,58.36046774,6.216992604
